StudentID, YearMonthGraduated, FistMajor, SecondMajor, CourseCode, CourseName, CourseCredit, YearTaken, SemesterTaken
0001, 200802, Major1, Major2, ECE20057, 논리설계, 3.0, 2006, 1
0001, 200802, Major1, Major2, ECE30011, 알고리듬분석, 3.0, 2006, 1
0001, 200802, Major1, Major2, ITP30008, Object-Oriented Design Pattern, 3.0, 2006, 1
0001, 200802, Major1, Major2, MEC20051, 경영정보시스템론, 3.0, 2006, 1
0001, 200802, Major1, Major2, ECE20021, 컴퓨터구조, 3.0, 2006, 2
0001, 200802, Major1, Major2, ECE40026, 모바일프로그래밍, 3.0, 2006, 2
0001, 200802, Major1, Major2, GEE40097, Marriage and Enrichment, 3.0, 2006, 2
0001, 200802, Major1, Major2, GEK10021, 생활체육 1, 1.0, 2007, 1
0001, 200802, Major1, Major2, GEK20021, 생활체육 2, 1.0, 2007, 2
0002, 200902, Major3, Major4, GEK10000, Elementary Calculus, 4.0, 2002, 1
0002, 200902, Major3, Major4, GEK10001, 채플(한국어) 1, 0.0, 2002, 1
0002, 200902, Major3, Major4, GEK10008, 공동체리더십훈련1, 1.0, 2002, 1
0002, 200902, Major3, Major4, GEK10011, 창조와 진화, 2.0, 2002, 1
0002, 200902, Major3, Major4, GEK10015, 한동인성교육, 1.0, 2002, 1
0002, 200902, Major3, Major4, GEK10038, 물리학실험1, 1.0, 2002, 1
0002, 200902, Major3, Major4, GEK10045, Christian Foundation 1, 2.0, 2002, 1
0002, 200902, Major3, Major4, GEK10055, 물리학 1, 3.0, 2002, 1
0002, 200902, Major3, Major4, GEK10091, 컴퓨터공학개론, 2.0, 2002, 1
0002, 200902, Major3, Major4, ISL10075, 초급중국어1, 3.0, 2002, 1
0002, 200902, Major3, Major4, ECE10020, 공학설계입문, 3.0, 2002, 2
0002, 200902, Major3, Major4, ENG10034, C 프로그래밍(전산전자), 3.0, 2002, 2
0002, 200902, Major3, Major4, ENG20021, 일반생물학, 3.0, 2002, 2
0002, 200902, Major3, Major4, GEK10002, 채플(한국어) 2, 0.0, 2002, 2
0002, 200902, Major3, Major4, GEK10009, 공동체리더십훈련2, 1.0, 2002, 2
0002, 200902, Major3, Major4, GEK10016, 사회봉사 A, 1.0, 2002, 2
0002, 200902, Major3, Major4, GEK10056, 물리학 2, 3.0, 2002, 2
0002, 200902, Major3, Major4, GEK20038, 물리학실험2, 1.0, 2002, 2
0002, 200902, Major3, Major4, PCO20004, English Reading&Discussion, 3.0, 2002, 2
0002, 200902, Major3, Major4, PCO20004, English Reading&Discussion, 3.0, 2002, 3
0002, 200902, Major3, Major4, ECE20010, 데이타구조, 3.0, 2003, 1
0002, 200902, Major3, Major4, ECE20016, 자바프로그래밍언어, 3.0, 2003, 1
0002, 200902, Major3, Major4, ECE20057, 논리설계, 3.0, 2003, 1
0002, 200902, Major3, Major4, ECE40095, 신기술세미나1, 1.0, 2003, 1
0002, 200902, Major3, Major4, ENG20063, 현대과학과 기술의 철학, 3.0, 2003, 1
0002, 200902, Major3, Major4, ENG40061, 심리학개론, 3.0, 2003, 1
0002, 200902, Major3, Major4, GEK20001, 채플(한국어) 3, 0.0, 2003, 1
0002, 200902, Major3, Major4, GEK20008, 공동체리더십훈련3, 1.0, 2003, 1
0002, 200902, Major3, Major4, GEK20014, 사회봉사 B, 1.0, 2003, 1
0002, 200902, Major3, Major4, ECE20013, 프로그래밍언어론, 3.0, 2003, 2
0002, 200902, Major3, Major4, ECE20018, C++프로그래밍, 3.0, 2003, 2
0002, 200902, Major3, Major4, ECE20021, 컴퓨터구조, 3.0, 2003, 2
0002, 200902, Major3, Major4, ECE20042, 이산수학, 3.0, 2003, 2
0002, 200902, Major3, Major4, ECE20063, 디지털시스템설계, 3.0, 2003, 2
0002, 200902, Major3, Major4, GEK20002, 채플(한국어) 4, 0.0, 2003, 2
0002, 200902, Major3, Major4, GEK20009, 공동체리더십훈련4, 1.0, 2003, 2
0002, 200902, Major3, Major4, GEK20045, Christian Foundation 2, 2.0, 2003, 2
0002, 200902, Major3, Major4, ECE30012, 객체지향 설계패턴, 3.0, 2004, 1
0002, 200902, Major3, Major4, ECE30021, 운영체제, 3.0, 2004, 1
0002, 200902, Major3, Major4, GEK10084, 이공계리더십, 2.0, 2004, 1
0002, 200902, Major3, Major4, GEK20053, 통계학, 3.0, 2004, 1
0002, 200902, Major3, Major4, GEK30001, 채플(한국어) 5, 0.0, 2004, 1
0002, 200902, Major3, Major4, GEK30008, 공동체리더십훈련5, 1.0, 2004, 1
0002, 200902, Major3, Major4, ITP30005, Algorithms Analysis, 3.0, 2004, 1
0002, 200902, Major3, Major4, PCO10053, 프로그래밍입문, 3.0, 2004, 1
0002, 200902, Major3, Major4, ECE30086, 컴퓨터네트워크, 3.0, 2004, 2
0002, 200902, Major3, Major4, ECE30091, 캡스톤설계1, 3.0, 2004, 2
0002, 200902, Major3, Major4, ECE40063, 경력개발, 1.0, 2004, 2
0002, 200902, Major3, Major4, ENG10062, 사회학개론, 3.0, 2004, 2
0002, 200902, Major3, Major4, GEK10007, 교양독서, 1.0, 2004, 2
0002, 200902, Major3, Major4, GEK30002, 채플(한국어) 6, 0.0, 2004, 2
0002, 200902, Major3, Major4, GEK30009, 공동체리더십훈련6, 1.0, 2004, 2
0002, 200902, Major3, Major4, GEK30015, 현대사회와선교, 3.0, 2004, 2
0002, 200902, Major3, Major4, ITP30006, Software Engineering, 3.0, 2004, 2
0002, 200902, Major3, Major4, ECE40091, 캡스톤설계2, 3.0, 2005, 1
0002, 200902, Major3, Major4, GEE40097, Marriage and Enrichment, 3.0, 2005, 1
0002, 200902, Major3, Major4, IID20014, Digital Photography, 3.0, 2005, 1
0002, 200902, Major3, Major4, IID50001, 개별연구 1(산업정보디자인), 2.0, 2005, 1
0002, 200902, Major3, Major4, ITP20006, Web Development Programming, 3.0, 2005, 1
0002, 200902, Major3, Major4, ITP20008, Web Development Programming(Advanced Course), 1.0, 2005, 1
0002, 200902, Major3, Major4, ITP40001, Database System, 3.0, 2005, 1
0002, 200902, Major3, Major4, ECE20051, 회로이론 1, 3.0, 2006, 1
0002, 200902, Major3, Major4, ITP40004, Compiler Theory, 3.0, 2006, 1
0002, 200902, Major3, Major4, PCO20005, English Grammar&Composition, 3.0, 2006, 1
0002, 200902, Major3, Major4, CCE40098, 전공 창의학습, 4.0, 2008, 2
0002, 200902, Major3, Major4, ECE40004, 시스템 개발 실무특론(현장실습_전공)1, 2.0, 2008, 2
0003, 200608, Major5, Major6, HSN10000, 채플 1, 0.0, 1990, 1
0003, 200608, Major5, Major6, HSN10002, 사회봉사 1, 0.5, 1990, 1
0003, 200608, Major5, Major6, HSN10004, Work Duty 1, 0.0, 1990, 1
0003, 200608, Major5, Major6, HSN10010, 창조와 진화, 2.0, 1990, 1
0003, 200608, Major5, Major6, HSN10061, 미적분학 2, 3.0, 1990, 1
0003, 200608, Major5, Major6, HSN10064, 물리학 2, 3.0, 1990, 1
0003, 200608, Major5, Major6, HSN10070, 자연과학입문, 3.0, 1990, 1
0003, 200608, Major5, Major6, PCO10000, 영어회화 1, 3.0, 1990, 1
0003, 200608, Major5, Major6, PCO10002, 영어회화 실습 1, 1.0, 1990, 1
0003, 200608, Major5, Major6, PCO10004, 생활한문 1, 1.0, 1990, 1
0003, 200608, Major5, Major6, PCO10051, 정보처리개론 및 실습, 3.0, 1990, 1
0003, 200608, Major5, Major6, HSN10001, 채플 2, 0.0, 1990, 2
0003, 200608, Major5, Major6, HSN10003, 사회봉사 2, 0.5, 1990, 2
0003, 200608, Major5, Major6, HSN10005, Work Duty 2, 0.0, 1990, 2
0003, 200608, Major5, Major6, HSN10069, 식품과 건강, 3.0, 1990, 2
0003, 200608, Major5, Major6, HSN20052, 미적분학 3, 3.0, 1990, 2
0003, 200608, Major5, Major6, HSN30020, 영화로보는 세상, 2.0, 1990, 2
0003, 200608, Major5, Major6, PCO10001, 영어회화 2, 3.0, 1990, 2
0003, 200608, Major5, Major6, PCO10003, 영어회화 실습 2, 1.0, 1990, 2
0003, 200608, Major5, Major6, PCO10005, 생활한문 2, 1.0, 1990, 2
0003, 200608, Major5, Major6, PCO10052, C 프로그래밍, 4.0, 1990, 2
0003, 200608, Major5, Major6, PCO10054, UNIX, 1.0, 1990, 2
0003, 200608, Major5, Major6, ECE20010, 데이타구조, 3.0, 1994, 1
0003, 200608, Major5, Major6, ECE20016, 자바프로그래밍언어, 3.0, 1994, 1
0003, 200608, Major5, Major6, ECE20042, 이산수학, 3.0, 1994, 1
0003, 200608, Major5, Major6, ECE20051, 회로이론 1, 3.0, 1994, 1
0003, 200608, Major5, Major6, ECE20055, 기초회로실험, 1.0, 1994, 1
0003, 200608, Major5, Major6, ECE20061, 전자기학, 3.0, 1994, 1
0003, 200608, Major5, Major6, GEK10006, 사회봉사 2, 0.5, 1994, 1
0003, 200608, Major5, Major6, GEK10062, 미술의 이해, 3.0, 1994, 1
0003, 200608, Major5, Major6, GEK20001, 채플(한국어) 3, 0.0, 1994, 1
0003, 200608, Major5, Major6, GEK20003, Work Duty 3, 0.0, 1994, 1
0003, 200608, Major5, Major6, ECE20013, 프로그래밍언어론, 3.0, 1994, 2
0003, 200608, Major5, Major6, ECE20053, 회로이론 2, 3.0, 1994, 2
0003, 200608, Major5, Major6, ECE20057, 논리설계, 3.0, 1994, 2
0003, 200608, Major5, Major6, ECE20059, 논리설계실험, 2.0, 1994, 2
0003, 200608, Major5, Major6, GEK10081, 공학수학, 3.0, 1994, 2
0003, 200608, Major5, Major6, GEK10082, 선형대수학, 3.0, 1994, 2
0003, 200608, Major5, Major6, GEK20002, 채플(한국어) 4, 0.0, 1994, 2
0003, 200608, Major5, Major6, GEK20004, Work Duty 4, 0.0, 1994, 2
0003, 200608, Major5, Major6, ITP20006, Web Development Programming, 3.0, 1994, 2
0003, 200608, Major5, Major6, ECE20051, 회로이론 1, 3.0, 1995, 1
0003, 200608, Major5, Major6, ECE30014, 객체지향 프로그래밍, 3.0, 1995, 1
0003, 200608, Major5, Major6, ECE30020, 컴퓨터구조, 3.0, 1995, 1
0003, 200608, Major5, Major6, ECE30051, 전자회로 1, 3.0, 1995, 1
0003, 200608, Major5, Major6, ECE30056, 전자회로실험 1, 1.0, 1995, 1
0003, 200608, Major5, Major6, ECE30081, 신호 및 시스템, 3.0, 1995, 1
0003, 200608, Major5, Major6, ECE30085, 불규칙변수론, 3.0, 1995, 1
0003, 200608, Major5, Major6, GEK30001, 채플(한국어) 5, 0.0, 1995, 1
0003, 200608, Major5, Major6, GEK30003, Work Duty 5, 0.0, 1995, 1
0003, 200608, Major5, Major6, ECE30024, 컴퓨터설계, 3.0, 1995, 2
0003, 200608, Major5, Major6, ECE30052, 전자회로2, 3.0, 1995, 2
0003, 200608, Major5, Major6, ECE30057, 전자회로실험 2, 1.0, 1995, 2
0003, 200608, Major5, Major6, ECE30071, 마이크로프로세서응용 1, 3.0, 1995, 2
0003, 200608, Major5, Major6, ECE30083, 통신이론, 3.0, 1995, 2
0003, 200608, Major5, Major6, GEK10081, 공학수학, 3.0, 1995, 2
0003, 200608, Major5, Major6, GEK20044, 시민생활과 법, 3.0, 1995, 2
0003, 200608, Major5, Major6, GEK30002, 채플(한국어) 6, 0.0, 1995, 2
0003, 200608, Major5, Major6, GEK30004, Work Duty 6, 0.0, 1995, 2
0003, 200608, Major5, Major6, PCO10053, 프로그래밍입문, 3.0, 1995, 2
0003, 200608, Major5, Major6, ECE20061, 전자기학, 3.0, 1996, 1
0003, 200608, Major5, Major6, ECE30021, 운영체제, 3.0, 1996, 1
0003, 200608, Major5, Major6, ECE30090, 개별연구 1(전산전자), 2.0, 1996, 1
0003, 200608, Major5, Major6, ECE40061, 초고주파공학, 3.0, 1996, 1
0003, 200608, Major5, Major6, ECE40073, 임베디드시스템프로그래밍, 3.0, 1996, 1
0003, 200608, Major5, Major6, ECE40095, 신기술세미나1, 1.0, 1996, 1
0003, 200608, Major5, Major6, ITP40004, Compiler Theory, 3.0, 1996, 1
0003, 200608, Major5, Major6, ECE40052, 집적회로설계, 3.0, 1996, 2
0003, 200608, Major5, Major6, ECE40053, 아날로그회로설계, 3.0, 1996, 2
0003, 200608, Major5, Major6, ECE40062, 반도체공학, 3.0, 1996, 2
0003, 200608, Major5, Major6, ECE40083, 컴퓨터네트워크, 3.0, 1996, 2
0003, 200608, Major5, Major6, ECE40096, 신기술세미나2, 1.0, 1996, 2
0003, 200608, Major5, Major6, GEK10082, 선형대수학, 3.0, 1996, 2
0003, 200608, Major5, Major6, PCO20005, English Grammar&Composition, 3.0, 1996, 2
0003, 200608, Major5, Major6, PCO20061, 윈도우프로그래밍, 3.0, 1996, 2
0003, 200608, Major5, Major6, PCO20004, English Reading&Discussion, 3.0, 1996, 3
0003, 200608, Major5, Major6, GEK20014, 사회봉사 B, 1.0, 1996, 4
0003, 200608, Major5, Major6, PCO10013, English Communication, 3.0, 1996, 4
0003, 200608, Major5, Major6, GEK20014, 사회봉사 B, 1.0, 1997, 1
0003, 200608, Major5, Major6, PCO20005, English Grammar&Composition, 3.0, 1997, 1
0004, 200308, Major6, Major1, GEK10001, 채플(한국어) 1, 0.0, 1995, 1
0004, 200308, Major6, Major1, GEK10003, Work Duty 1, 0.0, 1995, 1
0004, 200308, Major6, Major1, GEK10005, 사회봉사 1, 1.0, 1995, 1
0004, 200308, Major6, Major1, GEK10052, 수학 2, 3.0, 1995, 1
0004, 200308, Major6, Major1, GEK10061, 음악의 이해, 3.0, 1995, 1
0004, 200308, Major6, Major1, PCO10001, 영어회화 2, 2.0, 1995, 1
0004, 200308, Major6, Major1, PCO10004, 생활한문 1, 1.0, 1995, 1
0004, 200308, Major6, Major1, PCO10021, 영어토론 2, 2.0, 1995, 1
0004, 200308, Major6, Major1, PCO10053, 프로그래밍입문, 3.0, 1995, 1
0004, 200308, Major6, Major1, PCO10055, 정보처리개론, 3.0, 1995, 1
0004, 200308, Major6, Major1, PCO10056, 정보처리실습, 1.0, 1995, 1
0004, 200308, Major6, Major1, GEK10002, 채플(한국어) 2, 0.0, 1995, 2
0004, 200308, Major6, Major1, GEK10004, Work Duty 2, 0.0, 1995, 2
0004, 200308, Major6, Major1, GEK10006, 사회봉사 2, 0.5, 1995, 2
0004, 200308, Major6, Major1, GEK20011, 기독교 세계관, 2.0, 1995, 2
0004, 200308, Major6, Major1, PCO10005, 생활한문 2, 1.0, 1995, 2
0004, 200308, Major6, Major1, PCO10052, C 프로그래밍, 3.0, 1995, 2
0004, 200308, Major6, Major1, PCO10054, UNIX, 1.0, 1995, 2
0004, 200308, Major6, Major1, PCO20000, 영어회화 3, 2.0, 1995, 2
0004, 200308, Major6, Major1, ECE20010, 데이타구조, 3.0, 1996, 1
0004, 200308, Major6, Major1, ECE20042, 이산수학, 3.0, 1996, 1
0004, 200308, Major6, Major1, ECE20051, 회로이론 1, 3.0, 1996, 1
0004, 200308, Major6, Major1, ECE20055, 기초회로실험, 1.0, 1996, 1
0004, 200308, Major6, Major1, GEK10016, 사회봉사 A, 1.0, 1996, 1
0004, 200308, Major6, Major1, GEK20001, 채플(한국어) 3, 0.0, 1996, 1
0004, 200308, Major6, Major1, GEK20008, 공동체리더십훈련3, 1.0, 1996, 1
0004, 200308, Major6, Major1, PCO10057, 정보처리개론, 2.0, 1996, 1
0004, 200308, Major6, Major1, PCO10058, 정보처리실습, 2.0, 1996, 1
0004, 200308, Major6, Major1, ECE20013, 프로그래밍언어론, 3.0, 1996, 2
0004, 200308, Major6, Major1, ECE20053, 회로이론 2, 3.0, 1996, 2
0004, 200308, Major6, Major1, ECE20057, 논리설계, 3.0, 1996, 2
0004, 200308, Major6, Major1, ECE20059, 논리설계실험, 2.0, 1996, 2
0004, 200308, Major6, Major1, GEK10056, 물리학 2, 3.0, 1996, 2
0004, 200308, Major6, Major1, GEK20002, 채플(한국어) 4, 0.0, 1996, 2
0004, 200308, Major6, Major1, GEK20009, 공동체리더십훈련4, 1.0, 1996, 2
0004, 200308, Major6, Major1, PCO20004, English Reading&Discussion, 3.0, 1996, 2
0004, 200308, Major6, Major1, PCO10052, C 프로그래밍, 3.0, 1996, 4
0004, 200308, Major6, Major1, ECE20010, 데이타구조, 3.0, 1997, 1
0004, 200308, Major6, Major1, ECE20051, 회로이론 1, 3.0, 1997, 1
0004, 200308, Major6, Major1, ECE20061, 전자기학, 3.0, 1997, 1
0004, 200308, Major6, Major1, ECE30020, 컴퓨터구조, 3.0, 1997, 1
0004, 200308, Major6, Major1, ECE30074, 임베디드프로세서설계, 3.0, 1997, 1
0004, 200308, Major6, Major1, GEK10007, 교양독서, 1.0, 1997, 1
0004, 200308, Major6, Major1, GEK30001, 채플(한국어) 5, 0.0, 1997, 1
0004, 200308, Major6, Major1, GEK30008, 공동체리더십훈련5, 1.0, 1997, 1
0004, 200308, Major6, Major1, PCO10022, 생활한문, 1.0, 1997, 1
0004, 200308, Major6, Major1, PCO10005, 생활한문 2, 1.0, 1997, 3
0004, 200308, Major6, Major1, ECE30021, 운영체제, 3.0, 1998, 1
0004, 200308, Major6, Major1, ECE30051, 전자회로 1, 3.0, 1998, 1
0004, 200308, Major6, Major1, ECE30056, 전자회로실험 1, 1.0, 1998, 1
0004, 200308, Major6, Major1, ECE30075, 임베디드프로세서응용, 3.0, 1998, 1
0004, 200308, Major6, Major1, ECE30081, 신호 및 시스템, 3.0, 1998, 1
0004, 200308, Major6, Major1, ECE30084, 디지털신호처리입문, 3.0, 1998, 1
0004, 200308, Major6, Major1, GEK10007, 교양독서, 1.0, 1998, 1
0004, 200308, Major6, Major1, GEK20014, 사회봉사 B, 1.0, 1998, 1
0004, 200308, Major6, Major1, ECE20013, 프로그래밍언어론, 3.0, 1998, 2
0004, 200308, Major6, Major1, ECE20042, 이산수학, 3.0, 1998, 2
0004, 200308, Major6, Major1, ECE20053, 회로이론 2, 3.0, 1998, 2
0004, 200308, Major6, Major1, ECE20061, 전자기학, 3.0, 1998, 2
0004, 200308, Major6, Major1, ECE30074, 임베디드프로세서설계, 3.0, 1998, 2
0004, 200308, Major6, Major1, ECE30090, 개별연구 1(전산전자), 2.0, 1998, 2
0004, 200308, Major6, Major1, ECE40083, 컴퓨터네트워크, 3.0, 1998, 2
0004, 200308, Major6, Major1, PCO10021, 영어토론 2, 2.0, 1998, 2
0004, 200308, Major6, Major1, GEK20011, 기독교 세계관, 2.0, 1998, 3
0004, 200308, Major6, Major1, ECE30051, 전자회로 1, 3.0, 1999, 1
0004, 200308, Major6, Major1, ECE30075, 임베디드프로세서응용, 3.0, 1999, 1
0004, 200308, Major6, Major1, ECE30081, 신호 및 시스템, 3.0, 1999, 1
0004, 200308, Major6, Major1, ECE30084, 디지털신호처리입문, 3.0, 1999, 1
0004, 200308, Major6, Major1, GEK10061, 음악의 이해, 3.0, 1999, 1
0004, 200308, Major6, Major1, GEK10083, Visual Mathematics, 3.0, 1999, 1
0004, 200308, Major6, Major1, PCO10013, English Communication, 3.0, 1999, 1
0004, 200308, Major6, Major1, ECE20042, 이산수학, 3.0, 1999, 2
0004, 200308, Major6, Major1, ECE20061, 전자기학, 3.0, 1999, 2
0004, 200308, Major6, Major1, ECE30083, 통신이론, 3.0, 1999, 2
0004, 200308, Major6, Major1, ECE30085, 불규칙변수론, 3.0, 1999, 2
0004, 200308, Major6, Major1, ECE30086, 컴퓨터네트워크, 3.0, 1999, 2
0004, 200308, Major6, Major1, ECE40086, 멀티미디어 신호처리, 3.0, 1999, 2
0004, 200308, Major6, Major1, GEK10010, 성경과 삶, 2.0, 1999, 2
0004, 200308, Major6, Major1, GEK20010, 기독교의 이해, 2.0, 1999, 2
0004, 200308, Major6, Major1, DGE10003, 드라마로 배우는 일본어, 3.0, 1999, 3
0004, 200308, Major6, Major1, ECE20018, C++프로그래밍, 3.0, 1999, 4
0004, 200308, Major6, Major1, ECE30085, 불규칙변수론, 3.0, 2002, 2
0004, 200308, Major6, Major1, ECE30086, 컴퓨터네트워크, 3.0, 2002, 2
0004, 200308, Major6, Major1, ECE40052, 집적회로설계, 3.0, 2002, 2
0004, 200308, Major6, Major1, ECE40063, 경력개발, 1.0, 2002, 2
0004, 200308, Major6, Major1, GEK10037, 서양사, 3.0, 2002, 2
0004, 200308, Major6, Major1, GEK30002, 채플(한국어) 6, 0.0, 2002, 2
0004, 200308, Major6, Major1, GEK30009, 공동체리더십훈련6, 1.0, 2002, 2
0004, 200308, Major6, Major1, PCO10053, 프로그래밍입문, 3.0, 2002, 2
0004, 200308, Major6, Major1, PCO20005, English Grammar&Composition, 3.0, 2002, 2
0004, 200308, Major6, Major1, PCO20053, 인터넷 활용, 2.0, 2002, 2
0004, 200308, Major6, Major1, ECE40094, 시스템개발실무특론2, 3.0, 2002, 4
0004, 200308, Major6, Major1, ECE40095, 신기술세미나1, 1.0, 2003, 1
0004, 200308, Major6, Major1, GEE20034, Cross-Cultural Global Perspectives, 3.0, 2003, 1
0004, 200308, Major6, Major1, GEE30023, Developing Leadership for a Global World, 3.0, 2003, 1
0004, 200308, Major6, Major1, GEK20028, 인간관계와자기성장, 3.0, 2003, 1
0004, 200308, Major6, Major1, GEK40001, 채플(한국어) 7, 1.0, 2003, 1
0004, 200308, Major6, Major1, IID20014, Digital Photography, 3.0, 2003, 1
0004, 200308, Major6, Major1, ISL10073, 초급스페인어1, 3.0, 2003, 1
0005, 200608, Major6, Major1, ENG10013, Calculus, 3.0, 2001, 1
0005, 200608, Major6, Major1, ENG10021, 물리학 1, 3.0, 2001, 1
0005, 200608, Major6, Major1, ENG10023, 물리학실험1, 1.0, 2001, 1
0005, 200608, Major6, Major1, ENG10032, 정보처리실습, 2.0, 2001, 1
0005, 200608, Major6, Major1, ENG10051, 초급중국어1, 3.0, 2001, 1
0005, 200608, Major6, Major1, GEK10001, 채플(한국어) 1, 0.0, 2001, 1
0005, 200608, Major6, Major1, GEK10008, 공동체리더십훈련1, 1.0, 2001, 1
0005, 200608, Major6, Major1, GEK10015, 한동인성교육, 1.0, 2001, 1
0005, 200608, Major6, Major1, GEK10045, Christian Foundation 1, 2.0, 2001, 1
0005, 200608, Major6, Major1, PCO10013, English Communication, 3.0, 2001, 1
0005, 200608, Major6, Major1, ECE10020, 공학설계입문, 3.0, 2001, 2
0005, 200608, Major6, Major1, ENG10034, C 프로그래밍(전산전자), 3.0, 2001, 2
0005, 200608, Major6, Major1, GEK10002, 채플(한국어) 2, 0.0, 2001, 2
0005, 200608, Major6, Major1, GEK10009, 공동체리더십훈련2, 1.0, 2001, 2
0005, 200608, Major6, Major1, GEK10037, 서양사, 3.0, 2001, 2
0005, 200608, Major6, Major1, GEK10056, 물리학 2, 3.0, 2001, 2
0005, 200608, Major6, Major1, GEK10083, Visual Mathematics, 3.0, 2001, 2
0005, 200608, Major6, Major1, GEK20038, 물리학실험2, 1.0, 2001, 2
